"target_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","target_id.1","ens_gene","ext_gene","significant"
"ENSMUST00000024988.15",-4.31607833137478,7.9876183187704,-29.4788951890205,3.40061589500357e-10,1.26526715605398e-05,13.2999307537601,"ENSMUST00000024988.15","ENSMUSG00000024164","C3","Higher in WT"
"ENSMUST00000042105.11",-3.99537086666927,7.41488559902706,-24.5870836920014,1.68372367819509e-09,2.8801460634317e-05,12.0405410074648,"ENSMUST00000042105.11","ENSMUSG00000040435","Ppp1r15a","Higher in WT"
"ENSMUST00000028234.12",-3.20075990075261,6.87344319364224,-19.4421832985741,1.31816945299832e-08,5.86968542790194e-05,10.2984352917875,"ENSMUST00000028234.12","ENSMUSG00000026875","Traf1","Higher in WT"
"ENSMUST00000032239.11",-3.54303226471125,7.59212586849524,-16.1086432309979,6.75704930670515e-08,0.000125704766777289,8.94091620605107,"ENSMUST00000032239.11","ENSMUSG00000030142","Clec4e","Higher in WT"
"ENSMUST00000065679.8",-3.20164897226792,4.69079416415193,-16.6951474523031,4.95837561498369e-08,0.000122990854337799,8.48880654483706,"ENSMUST00000065679.8","ENSMUSG00000053318","Slamf8","Higher in WT"
"ENSMUST00000035938.3",-6.73181199779236,6.02446190939549,-17.3523475802256,3.54744438320052e-08,0.000109991469304785,8.40173499517551,"ENSMUST00000035938.3","ENSMUSG00000035042","Ccl5","Higher in WT"
"ENSMUST00000165774.8",-4.20976121054395,5.98284717284096,-16.1615862638743,6.56804028318308e-08,0.000125704766777289,8.19130042388624,"ENSMUST00000165774.8","ENSMUSG00000028270","Gbp2","Higher in WT"
"ENSMUST00000116629.9",-3.6313284076036,5.23042671758065,-15.0173025586617,1.23759719940563e-07,0.000164454567851019,8.05922888884416,"ENSMUST00000116629.9","ENSMUSG00000037447","Arid5a","Higher in WT"
"ENSMUST00000164773.2",-3.18072654208197,4.45704069030809,-14.4739257480745,1.69884097281612e-07,0.000184800396426813,7.64103170409057,"ENSMUST00000164773.2","ENSMUSG00000020205","Phlda1","Higher in WT"
"ENSMUST00000199839.5",-3.41410364309218,4.91326298724666,-15.1733276707104,1.13222255918411e-07,0.000156024462072456,7.39901250530157,"ENSMUST00000199839.5","ENSMUSG00000043953","Ccrl2","Higher in WT"
"ENSMUST00000068569.5",-4.23899319567667,3.47627293121609,-14.4532946720394,1.71976864400858e-07,0.000184800396426813,6.79668959539934,"ENSMUST00000068569.5","ENSMUSG00000089929","Bcl2a1b","Higher in WT"
"ENSMUST00000160792.8",-3.8142552423178,3.8960364006012,-14.2327557621675,1.96224417362598e-07,0.000197322213427302,6.7834236495756,"ENSMUST00000160792.8","ENSMUSG00000089844","Sp140l1","Higher in WT"
"ENSMUST00000222378.2",-3.44081988358095,5.42827327730891,-12.2316863605172,7.1334156866127e-07,0.000381171334838347,6.5972308886005,"ENSMUST00000222378.2","ENSMUSG00000021007","Spata7","Higher in WT"
"ENSMUST00000098486.4",-3.79702263187433,3.52819602472293,-13.5129327686456,3.05906878236228e-07,0.000251823294537406,6.52243456563725,"ENSMUST00000098486.4","ENSMUSG00000099974","Bcl2a1d","Higher in WT"
"ENSMUST00000102825.4",-3.39345483336237,7.20065408027293,-12.1789577460107,7.3988576617087e-07,0.000381171334838347,6.38233279511674,"ENSMUST00000102825.4","ENSMUSG00000074896","Ifit3","Higher in WT"
"ENSMUST00000113402.4",-3.71328415512241,4.10685229685875,-12.633705862433,5.42382623609876e-07,0.000349697293280527,5.80380495146233,"ENSMUST00000113402.4","ENSMUSG00000079457","Gm7609","Higher in WT"
"ENSMUST00000073707.9",-4.34836823173578,4.70534393746675,-12.212080534416,7.23086327025946e-07,0.000381171334838347,5.61915591026534,"ENSMUST00000073707.9","ENSMUSG00000017652","Cd40","Higher in WT"
"ENSMUST00000108450.5",-3.37798901874229,5.08077147678831,-10.8493203945545,1.95424224369831e-06,0.000580308712663041,5.61480040328258,"ENSMUST00000108450.5","ENSMUSG00000062300","Nectin2","Higher in WT"
"ENSMUST00000102824.4",-3.272569441745,6.53501152612733,-11.0103882388017,1.72793309091156e-06,0.000535760054279552,5.59041791409646,"ENSMUST00000102824.4","ENSMUSG00000034459","Ifit1","Higher in WT"
"ENSMUST00000045042.8",-3.21492871874139,3.98550317505854,-11.669383362873,1.06110335596092e-06,0.000433591232876821,5.5893272756582,"ENSMUST00000045042.8","ENSMUSG00000039699","Batf2","Higher in WT"
"ENSMUST00000114482.3",-3.30558312502457,4.02313928832425,-11.1448412380329,1.56109639344236e-06,0.000524814967542363,5.36097785660493,"ENSMUST00000114482.3","ENSMUSG00000026981","Il1rn","Higher in WT"
"ENSMUST00000213760.2",4.57574742733794,5.89265556712054,10.1914828492469,3.2862926649011e-06,0.000731474546865864,5.10430496718261,"ENSMUST00000213760.2","ENSMUSG00000032399","Rpl4","Higher in 4x"
"ENSMUST00000029936.5",-3.9911856640638,5.74877248983956,-10.1460927978317,3.40988880529961e-06,0.000734561725612811,4.84004072909306,"ENSMUST00000029936.5","ENSMUSG00000040264","Gbp2b","Higher in WT"
"ENSMUST00000196204.5",-3.5256972602595,4.661858068742,-9.91679383904462,4.11802562717352e-06,0.000769946630704749,4.54079545014633,"ENSMUST00000196204.5","ENSMUSG00000079363","Gbp4","Higher in WT"
"ENSMUST00000114487.9",-5.26489721705386,3.23055506853307,-11.0778035696572,1.64194150812677e-06,0.000528197715168557,4.46125417659147,"ENSMUST00000114487.9","ENSMUSG00000026981","Il1rn","Higher in WT"
"ENSMUST00000266191.1",-4.16738438939806,4.09440564959357,-9.36847757473194,6.56683782097129e-06,0.000950978231658822,4.34350768414145,"ENSMUST00000266191.1",NA,NA,"Higher in WT"
"ENSMUST00000164192.9",3.81459282578082,3.5409204236703,9.71716412679956,4.8680684671388e-06,0.000846384221760903,4.15856872655734,"ENSMUST00000164192.9","ENSMUSG00000071042","Rasgrp3","Higher in 4x"
"ENSMUST00000072119.15",3.41284594959338,3.7704916552068,9.24865997791642,7.29393322141982e-06,0.00101263199018421,4.06140257463461,"ENSMUST00000072119.15","ENSMUSG00000041431","Ccnb1","Higher in 4x"
"ENSMUST00000107563.2",-3.61886180868124,3.36275587789106,-9.1597667136688,7.8906837758015e-06,0.00105228914425178,4.04649828068578,"ENSMUST00000107563.2","ENSMUSG00000038352","Arl5c","Higher in WT"
"ENSMUST00000358846.1",-3.48506060378791,2.64882117732101,-9.35356460415074,6.65282339078926e-06,0.000954958885710046,3.779441457855,"ENSMUST00000358846.1",NA,NA,"Higher in WT"
"ENSMUST00000066994.7",4.28361465764994,3.40185528264803,9.42484152571184,6.25274341264319e-06,0.000930583296616861,3.69190069927186,"ENSMUST00000066994.7","ENSMUSG00000034522","Zfp395","Higher in 4x"
"ENSMUST00000000194.4",-3.30731752944228,4.64608691797307,-8.5461765875933,1.3822067441798e-05,0.00139653681201378,3.58625278004041,"ENSMUST00000000194.4","ENSMUSG00000035352","Ccl12","Higher in WT"
"ENSMUST00000025075.3",-5.04918943073385,1.38472822912277,-11.6014882640462,1.11450019065899e-06,0.000440871745134751,3.42364181027831,"ENSMUST00000025075.3","ENSMUSG00000024232","Bambi","Higher in WT"
"ENSMUST00000142868.2",-3.40760438975184,4.30994366684282,-8.17422969942501,1.97289256818532e-05,0.00173535257173691,3.36861729245204,"ENSMUST00000142868.2","ENSMUSG00000026946","Nmi","Higher in WT"
"ENSMUST00000022722.7",-5.59498052783697,5.56252674948241,-8.61896162216855,1.29111514662438e-05,0.00136861883932916,3.31502637449529,"ENSMUST00000022722.7","ENSMUSG00000022126","Acod1","Higher in WT"
"ENSMUST00000032259.6",-4.19707680790145,3.76306873045187,-8.90694998702912,9.90293447534707e-06,0.00120474689783055,3.26763307826827,"ENSMUST00000032259.6","ENSMUSG00000030156","Cd69","Higher in WT"
"ENSMUST00000270438.1",-3.21134366571332,2.7366341640303,-8.22412078796411,1.87955628769389e-05,0.00168512411557172,3.19397950723615,"ENSMUST00000270438.1",NA,NA,"Higher in WT"
"ENSMUST00000081776.11",-3.27998544474362,6.99262711708742,-8.00803147573766,2.32250068470426e-05,0.00189502813543402,3.17123282752088,"ENSMUST00000081776.11","ENSMUSG00000057346","Apol9a","Higher in WT"
"ENSMUST00000306639.1",-3.3497624525976,3.25976361733042,-8.03900372134059,2.25250226098778e-05,0.001854178133287,3.15613118114698,"ENSMUST00000306639.1",NA,NA,"Higher in WT"
"ENSMUST00000058429.6",-4.11748946663014,1.84893761274793,-9.66711410385118,5.07894217558415e-06,0.000851396349026006,3.03471691783733,"ENSMUST00000058429.6","ENSMUSG00000044701","Il27","Higher in WT"
"ENSMUST00000061455.9",-3.83122549635993,2.06766913807748,-8.93681421687892,9.63811287555805e-06,0.00119137962046807,2.98115258445601,"ENSMUST00000061455.9","ENSMUSG00000044468","Tent5c","Higher in WT"
"ENSMUST00000007005.14",3.98614590362061,3.59820383877978,7.97339228390446,2.40362984934432e-05,0.00191913853657842,2.89865518381168,"ENSMUST00000007005.14","ENSMUSG00000023832","Acat2","Higher in 4x"
"ENSMUST00000212332.2",-3.425002636432,5.90272600969292,-7.69446767520451,3.18278024148811e-05,0.00228172840934582,2.85977192921526,"ENSMUST00000212332.2","ENSMUSG00000031897","Psmb10","Higher in WT"
"ENSMUST00000001115.16",3.36171016074625,4.20442716740704,7.6633717421272,3.28556830571155e-05,0.00230838282149834,2.84546252962743,"ENSMUST00000001115.16","ENSMUSG00000074886","Grk6","Higher in 4x"
"ENSMUST00000122808.2",-6.28210282281421,4.19283972732544,-9.59458676905765,5.40261172163564e-06,0.000881418687628024,2.78612694027473,"ENSMUST00000122808.2","ENSMUSG00000060183","Cxcl11","Higher in WT"
"ENSMUST00000046745.7",-4.54310065697971,3.11249280812343,-8.59578912673168,1.31937827600976e-05,0.00137462936006971,2.458943623377,"ENSMUST00000046745.7","ENSMUSG00000078921","Tgtp2","Higher in WT"
"ENSMUST00000167662.8",3.2329476747471,3.9123838248697,7.13623402657976,5.71872980996566e-05,0.00306594783918433,2.32072860198757,"ENSMUST00000167662.8","ENSMUSG00000001576","Ergic1","Higher in 4x"
"ENSMUST00000050011.10",-3.74269217396928,3.61344382541381,-7.68646357422591,3.20889635017252e-05,0.00229162008638904,2.31177023921516,"ENSMUST00000050011.10","ENSMUSG00000079362","Gm43302","Higher in WT"
"ENSMUST00000020970.10",-3.26676395819467,6.68201730838346,-7.05107818584996,6.27201668245058e-05,0.00323217347235372,2.24967517598541,"ENSMUST00000020970.10","ENSMUSG00000020641","Rsad2","Higher in WT"
"ENSMUST00000136703.2",3.57697844147787,6.56652011978136,7.14581630281858,5.65989453095497e-05,0.00304014742911382,2.22029019739445,"ENSMUST00000136703.2","ENSMUSG00000020372","Rack1","Higher in 4x"
"ENSMUST00000098485.4",-5.19526327155956,1.75613918815855,-8.63248099302558,1.27493391848946e-05,0.00135921106891798,2.21839456829474,"ENSMUST00000098485.4","ENSMUSG00000102037","Bcl2a1a","Higher in WT"
"ENSMUST00000322710.1",-3.3216523063064,1.83318571233005,-7.66074679516681,3.29441040184809e-05,0.00230838282149834,2.09855042780201,"ENSMUST00000322710.1",NA,NA,"Higher in WT"
"ENSMUST00000369150.1",-3.27487822318457,1.56280994223172,-7.52780493734676,3.77826928710554e-05,0.00248371140221441,2.00634153657415,"ENSMUST00000369150.1",NA,NA,"Higher in WT"
"ENSMUST00000052176.9",3.30649553880262,2.42808127740625,7.26084095558083,5.00309049332876e-05,0.00284785484789037,1.97301804549697,"ENSMUST00000052176.9","ENSMUSG00000044092","C130050O18Rik","Higher in 4x"
"ENSMUST00000211725.2",3.75452186398048,5.16698005605323,6.78198377117929,8.44295462469455e-05,0.00382161815962299,1.9614375561775,"ENSMUST00000211725.2","ENSMUSG00000003429","Rps11","Higher in 4x"
"ENSMUST00000021941.8",3.34152021058115,1.98144395746101,7.19606964244283,5.36199658837958e-05,0.00296439535013134,1.78782820326393,"ENSMUST00000021941.8","ENSMUSG00000021485","Mxd3","Higher in 4x"
"ENSMUST00000076249.6",-4.32936954502498,4.74814278354837,-6.99444288439676,6.67232817596815e-05,0.00327741075435599,1.65272296887612,"ENSMUST00000076249.6","ENSMUSG00000062488","Ifit3b","Higher in WT"
"ENSMUST00000028846.7",-3.19037340560548,1.75431701405507,-7.02405030831275,6.45967674198999e-05,0.0032664382945131,1.65235112221954,"ENSMUST00000028846.7","ENSMUSG00000027368","Dusp2","Higher in WT"
"ENSMUST00000160119.2",-3.72023002826508,5.05135208986509,-6.44732129197824,0.000123647799106371,0.0047464061078885,1.59019899931691,"ENSMUST00000160119.2","ENSMUSG00000070031","Sp140","Higher in WT"
"ENSMUST00000079601.13",3.3773928515325,4.14075065598153,6.31214878474707,0.000144807119159406,0.00520764134915752,1.45824748006377,"ENSMUST00000079601.13","ENSMUSG00000013089","Etv5","Higher in 4x"
"ENSMUST00000033899.14",-3.77863405233995,1.6204187623663,-6.88100136480632,7.56092241574869e-05,0.00356956511447509,1.34956344450396,"ENSMUST00000033899.14","ENSMUSG00000031503","Col4a2","Higher in WT"
"ENSMUST00000236403.2",-4.39152502399712,7.66117703545354,-6.49664360171529,0.000116787945685472,0.00460478043705351,1.33831374161238,"ENSMUST00000236403.2","ENSMUSG00000024661","Fth1","Higher in WT"
"ENSMUST00000187462.2",-3.21991998687516,2.96926898532556,-6.40121003019809,0.000130460318495285,0.00488688063632407,1.32313787640462,"ENSMUST00000187462.2","ENSMUSG00000079419","Ms4a6c","Higher in WT"
"ENSMUST00000021011.3",-5.13650060557349,1.68584648654821,-7.66487949189793,3.28050124844925e-05,0.00230838282149834,1.21026335917788,"ENSMUST00000021011.3","ENSMUSG00000035373","Ccl7","Higher in WT"
"ENSMUST00000021085.11",3.2197585654008,3.597647986115,6.09599865409958,0.000187312380846779,0.00606028848188357,1.20105362545324,"ENSMUST00000021085.11","ENSMUSG00000020739","Nup85","Higher in 4x"
"ENSMUST00000018610.7",-4.47870766902264,3.39766009026147,-6.12705636184889,0.000180445633803863,0.0059519909867385,1.13799064971435,"ENSMUST00000018610.7","ENSMUSG00000020826","Nos2","Higher in WT"
"ENSMUST00000102890.11",-5.80115775619685,4.14614916688393,-6.01010441003907,0.000207829743565298,0.00638347793907661,1.10767149497615,"ENSMUST00000102890.11","ENSMUSG00000036067","Slc2a6","Higher in WT"
"ENSMUST00000027507.9",-4.09660979079023,1.6279839464617,-6.82729382343391,8.02611217997824e-05,0.00367767925961146,1.07480230737915,"ENSMUST00000027507.9","ENSMUSG00000026285","Pdcd1","Higher in WT"
"ENSMUST00000056071.13",-3.42649465987036,3.15233451623419,-6.4867147014396,0.000118134753654513,0.00463165414038298,1.00431839123294,"ENSMUST00000056071.13","ENSMUSG00000043263","Ifi209","Higher in WT"
"ENSMUST00000275274.1",-4.97740778620721,0.687817670905163,-7.53305078315825,3.75776329428496e-05,0.00248371140221441,0.997209443128936,"ENSMUST00000275274.1",NA,NA,"Higher in WT"
"ENSMUST00000172912.8",-3.24061739301264,5.02477412966835,-5.94605550707311,0.000224719263089456,0.00664108786478904,0.922252793963935,"ENSMUST00000172912.8","ENSMUSG00000061232","H2-K1","Higher in WT"
"ENSMUST00000133316.8",3.96894054855695,2.48193639343813,6.09098402596121,0.000188447540991099,0.00608115148105447,0.913467049423418,"ENSMUST00000133316.8","ENSMUSG00000029177","Cenpa","Higher in 4x"
"ENSMUST00000022428.13",6.21448642387982,3.473657761667,6.2626755471033,0.000153513476873389,0.00540887872540546,0.903330094107223,"ENSMUST00000022428.13","ENSMUSG00000021876","Rnase4","Higher in 4x"
"ENSMUST00000147220.8",3.26641384666602,2.69236016035431,5.92075975296073,0.000231796195291526,0.00675896633088699,0.894022844264748,"ENSMUST00000147220.8","ENSMUSG00000024186","Rgs11","Higher in 4x"
"ENSMUST00000044691.9",3.19238940071609,1.34031997910203,6.55522382814727,0.000109175277604872,0.00443943667086829,0.890348801941053,"ENSMUST00000044691.9","ENSMUSG00000042215","Bag2","Higher in 4x"
"ENSMUST00000038816.13",-3.90692970453483,6.35308580269972,-5.82279683373691,0.00026157937897133,0.00730751899058942,0.883305031598451,"ENSMUST00000038816.13","ENSMUSG00000034855","Cxcl10","Higher in WT"
"ENSMUST00000381719.1",-3.19346367112232,1.20184090468202,-6.42736501300836,0.000126547294680282,0.00480453591139721,0.836909048127366,"ENSMUST00000381719.1",NA,NA,"Higher in WT"
"ENSMUST00000211212.2",-5.07359404725454,4.23707286207426,-5.75466418090088,0.000284736505488102,0.00766584020238482,0.814419115245252,"ENSMUST00000211212.2","ENSMUSG00000040435","Ppp1r15a","Higher in WT"
"ENSMUST00000096433.10",4.33621801062489,1.53753229287748,7.00067719211743,6.62692225319706e-05,0.00327741075435599,0.804875353773244,"ENSMUST00000096433.10","ENSMUSG00000022419","Deptor","Higher in 4x"
"ENSMUST00000129033.8",4.83160352976774,3.00065344296882,6.03026278160602,0.000202803844507839,0.00630913264431701,0.802615195540595,"ENSMUST00000129033.8","ENSMUSG00000029622","Arpc1b","Higher in 4x"
"ENSMUST00000039725.12",3.88396665138162,1.58831586507689,6.49929685050151,0.000116430889528756,0.00460478043705351,0.738378494161504,"ENSMUST00000039725.12","ENSMUSG00000039748","Exo1","Higher in 4x"
"ENSMUST00000238839.2",3.3081911824296,2.0310058510118,5.797909637387,0.000269791812506106,0.00747426120017267,0.596278003097957,"ENSMUST00000238839.2","ENSMUSG00000020593","Lpin1","Higher in 4x"
"ENSMUST00000160668.2",-3.79187386669681,1.30877030914597,-5.98496122743354,0.000214289313793831,0.0064716416382525,0.546934110903495,"ENSMUST00000160668.2","ENSMUSG00000072572","Slc39a2","Higher in WT"
"ENSMUST00000135710.2",-3.67357686777425,3.56630487210216,-5.52351611866021,0.000381472639269641,0.00906350733672128,0.536561893230601,"ENSMUST00000135710.2","ENSMUSG00000012519","Mlkl","Higher in WT"
"ENSMUST00000084894.15",3.81077816121496,2.8033200228826,5.53846336153737,0.000374242763642812,0.00896616259295434,0.491364578473553,"ENSMUST00000084894.15","ENSMUSG00000030653","Gm45837","Higher in 4x"
"ENSMUST00000072018.6",3.54072340741928,1.57839808211035,5.89764286058294,0.000238475902824181,0.00687871066855241,0.48060299548714,"ENSMUST00000072018.6","ENSMUSG00000063810","Alms1","Higher in 4x"
"ENSMUST00000217449.2",6.12604625471938,2.00820401651704,7.06900322088193,6.15085450197968e-05,0.00320076704133088,0.475430091283231,"ENSMUST00000217449.2","ENSMUSG00000019961","Tmpo","Higher in 4x"
"ENSMUST00000374378.1",-3.80809196024236,1.15690842745505,-5.78189111887585,0.000275225672372728,0.00755160534933626,0.453169162392705,"ENSMUST00000374378.1",NA,NA,"Higher in WT"
"ENSMUST00000066912.13",-4.97083033124111,3.26885975366995,-5.70551808644701,0.000302820484369667,0.0079122484283302,0.339601297730302,"ENSMUST00000066912.13","ENSMUSG00000054072","Iigp1","Higher in WT"
"ENSMUST00000164022.8",7.36802386723834,0.274150141546528,9.63960121080871,5.19913714898859e-06,0.000863590606707225,0.257816834381399,"ENSMUST00000164022.8","ENSMUSG00000017286","Glod4","Higher in 4x"
"ENSMUST00000160633.8",6.67366478592407,-0.111206078454383,9.39731898101901,6.40399681740371e-06,0.00094552979994103,0.246537847808756,"ENSMUST00000160633.8","ENSMUSG00000000378","Ccm2","Higher in 4x"
"ENSMUST00000140646.2",3.31036772279008,1.55319020042732,5.57300444006022,0.000358097563995057,0.00872247353053371,0.23241754640639,"ENSMUST00000140646.2","ENSMUSG00000086291","Gm15513","Higher in 4x"
"ENSMUST00000275051.1",-4.11145894005488,0.987664859116606,-5.92090581825424,0.000231754641697419,0.00675896633088699,0.227622797274824,"ENSMUST00000275051.1",NA,NA,"Higher in WT"
"ENSMUST00000166044.3",10.5171291827704,2.53062371482591,10.3207507403912,2.96057352468966e-06,0.000701611415014456,0.227411047196964,"ENSMUST00000166044.3","ENSMUSG00000003779","Kif20a","Higher in 4x"
"ENSMUST00000189244.7",-4.37449506014648,4.74277164957249,-5.29376392173181,0.000513919649653453,0.0106763866022647,0.215212560005172,"ENSMUST00000189244.7","ENSMUSG00000026104","Stat1","Higher in WT"
"ENSMUST00000322216.1",-4.85904206494404,0.550094029604219,-6.83969042992163,7.91602509763917e-05,0.00364519239861214,0.210893132824623,"ENSMUST00000322216.1",NA,NA,"Higher in WT"
"ENSMUST00000217706.2",-3.56908338246218,4.11533351060912,-5.31045673602978,0.000502785711841618,0.010580579968236,0.198768655021053,"ENSMUST00000217706.2","ENSMUSG00000062593","Gm49339","Higher in WT"
"ENSMUST00000005365.15",5.13910166138201,2.93485465808163,5.43607686479127,0.000426918617166844,0.00963856856124198,0.179539849975024,"ENSMUST00000005365.15","ENSMUSG00000005233","Spc25","Higher in 4x"
"ENSMUST00000111977.8",6.47897703728349,-0.361059041116021,8.86068170899318,1.03291798824929e-05,0.00123574853983252,0.134359065345039,"ENSMUST00000111977.8","ENSMUSG00000026365","Cfh","Higher in 4x"
"ENSMUST00000239158.2",4.65090473678426,0.866362045249566,7.1454003070485,5.66243494067212e-05,0.00304014742911382,0.133621332263238,"ENSMUST00000239158.2","ENSMUSG00000025141","Myadml2","Higher in 4x"
"ENSMUST00000223598.2",3.78892467655006,1.76773505373229,5.42361830758941,0.000433857873924388,0.00973615797050948,0.131444094303036,"ENSMUST00000223598.2","ENSMUSG00000021549","Rasa1","Higher in 4x"
"ENSMUST00000048993.12",6.56970706172418,-0.102797271311681,8.81701683327746,1.07500291545261e-05,0.00124603219549051,0.129761230518007,"ENSMUST00000048993.12","ENSMUSG00000035834","Polr3g","Higher in 4x"
"ENSMUST00000125925.2",6.53515592934778,-0.611501998169316,8.97686144766477,9.29515492010953e-06,0.00116957679091582,0.119526275271973,"ENSMUST00000125925.2","ENSMUSG00000026433","Rab29","Higher in 4x"
"ENSMUST00000225802.2",-5.78620177037271,1.11211609850876,-5.71153188477057,0.000300542097885275,0.00788618307194986,0.0951042878188835,"ENSMUST00000225802.2","ENSMUSG00000114432","Gm49391","Higher in WT"
"ENSMUST00000127635.8",6.70709376792305,-0.00249103121734841,8.64649620250935,1.25839444957843e-05,0.00135713281986854,0.0834341482878154,"ENSMUST00000127635.8","ENSMUSG00000028684","Urod","Higher in 4x"
"ENSMUST00000179030.8",7.20045815137485,0.307061278078448,8.74869749447888,1.14468785691999e-05,0.00128286179584882,0.0801603603278727,"ENSMUST00000179030.8","ENSMUSG00000052331","Ankrd44","Higher in 4x"
"ENSMUST00000137874.2",4.57964507090483,2.75488900596269,5.29599086737208,0.000512418999533825,0.0106630725479055,0.049126268714847,"ENSMUST00000137874.2","ENSMUSG00000028334","Nans","Higher in 4x"
"ENSMUST00000190052.7",-3.68636047780583,2.21277569612776,-5.1374567753269,0.000632118878783278,0.0120057412572177,0.0459531449320698,"ENSMUST00000190052.7","ENSMUSG00000026159","Agfg1","Higher in WT"
"ENSMUST00000187531.8",8.14969929881941,1.11269517263911,8.82575021062061,1.06643681721747e-05,0.00124603219549051,0.0376774910795499,"ENSMUST00000187531.8","ENSMUSG00000037572","Wdhd1","Higher in 4x"
"ENSMUST00000161311.8",6.98556522028919,-0.152664704534568,8.52174692414365,1.41434760186204e-05,0.00140436028037163,0.0358494162791283,"ENSMUST00000161311.8","ENSMUSG00000022550","Adck5","Higher in 4x"
"ENSMUST00000177092.8",6.72126853616032,0.340635487315676,8.3162489647689,1.71969781493738e-05,0.0015977345759122,-0.018976417843386,"ENSMUST00000177092.8","ENSMUSG00000017493","Igfbp4","Higher in 4x"
"ENSMUST00000029018.14",-3.53437186745926,1.81215596629741,-5.63163283221735,0.000332396636478005,0.00833388251579322,-0.025776048109071,"ENSMUST00000029018.14","ENSMUSG00000027514","Zbp1","Higher in WT"
"ENSMUST00000167545.3",3.28488926034758,2.78137524332958,5.06399108250313,0.000697553269602967,0.0127224825990772,-0.0540091301333829,"ENSMUST00000167545.3","ENSMUSG00000001227","Sema6b","Higher in 4x"
"ENSMUST00000028881.14",-4.38792124196785,0.900586759322001,-5.76812579393159,0.000279990258420917,0.00760964028127617,-0.0623566671741216,"ENSMUST00000028881.14","ENSMUSG00000027398","Il1b","Higher in WT"
"ENSMUST00000056601.11",5.75770825490426,3.12335524791579,5.24684370020603,0.000546668538566519,0.0110183620338269,-0.0949471291441002,"ENSMUST00000056601.11","ENSMUSG00000017288","Vps53","Higher in 4x"
"ENSMUST00000017799.12",-3.84537020664666,2.11445687131391,-5.33608472542726,0.0004861969188224,0.0103699720604604,-0.100230482047747,"ENSMUST00000017799.12","ENSMUSG00000017652","Cd40","Higher in WT"
"ENSMUST00000186971.2",3.89346145681853,2.07896429487913,5.23829224598891,0.00055287681242129,0.0111013964164916,-0.100792995460491,"ENSMUST00000186971.2","ENSMUSG00000026202","Tuba4a","Higher in 4x"
"ENSMUST00000071296.11",5.7635113097454,-0.435280010502728,7.67307709130161,3.2531013908827e-05,0.00230548844667757,-0.131345382054446,"ENSMUST00000071296.11","ENSMUSG00000045411","2410002F23Rik","Higher in 4x"
"ENSMUST00000235830.2",-3.53379582743369,2.03665773295702,-4.98673401086708,0.000774331809216608,0.0134844553241536,-0.148584042406736,"ENSMUST00000235830.2","ENSMUSG00000025024","Smndc1","Higher in WT"
"ENSMUST00000111435.9",6.92460783812592,0.17794201683555,7.79050229606339,2.88697903981613e-05,0.0021475404472738,-0.15485880004852,"ENSMUST00000111435.9","ENSMUSG00000026566","Mpzl1","Higher in 4x"
"ENSMUST00000155329.9",5.00329029766115,3.41029611821688,4.97601204813683,0.000785688506626818,0.0135761690175939,-0.160093568307819,"ENSMUST00000155329.9","ENSMUSG00000024483","Ankhd1","Higher in 4x"
"ENSMUST00000125119.2",-3.9996707867535,0.339812459859424,-5.51613749480366,0.000385097337683418,0.00908515397786468,-0.178885202302967,"ENSMUST00000125119.2","ENSMUSG00000002733","Plekha3","Higher in WT"
"ENSMUST00000037726.14",6.14019771601496,-0.773242974155018,7.7613140138881,2.97355962913152e-05,0.00218650658342088,-0.182847746344915,"ENSMUST00000037726.14","ENSMUSG00000041594","Tmtc4","Higher in 4x"
"ENSMUST00000153847.2",8.83334419554959,5.12563639179956,5.29957387681712,0.000510014493213013,0.0106383568816769,-0.200196748958565,"ENSMUST00000153847.2","ENSMUSG00000015656","Hspa8","Higher in 4x"
"ENSMUST00000139787.8",-3.79794514107795,2.56045907379398,-4.92590715294976,0.000841192735895209,0.0140994945039488,-0.201881153022553,"ENSMUST00000139787.8","ENSMUSG00000026034","Clk1","Higher in WT"
"ENSMUST00000146232.2",6.65177116409026,0.104230219324274,7.58362319083025,3.56621819184489e-05,0.00242131898291921,-0.204604612754831,"ENSMUST00000146232.2","ENSMUSG00000094365","Gm21982","Higher in 4x"
"ENSMUST00000051226.8",8.32438284850421,1.0472445605624,7.82294159153508,2.79398835022896e-05,0.00210011968781755,-0.214591620466944,"ENSMUST00000051226.8","ENSMUSG00000033065","Pfkm","Higher in 4x"
"ENSMUST00000207159.2",-3.66069755726537,2.20205169025562,-4.90834724162601,0.000861633079849474,0.0142737230640959,-0.231973011603374,"ENSMUST00000207159.2","ENSMUSG00000030615","Tmem126a","Higher in WT"
"ENSMUST00000055244.13",7.59990117110202,0.394244849662322,7.60190631582154,3.49962739773651e-05,0.00239404596362852,-0.239312047548595,"ENSMUST00000055244.13","ENSMUSG00000026843","Fubp3","Higher in 4x"
"ENSMUST00000070653.13",6.79175983705478,0.794071573681194,7.60067282284293,3.50407685280877e-05,0.00239404596362852,-0.245978570816971,"ENSMUST00000070653.13","ENSMUSG00000025161","Slc16a3","Higher in 4x"
"ENSMUST00000021714.9",6.10751854654437,-0.323416080001679,7.31957992097423,4.70027843723504e-05,0.00277725252181488,-0.264641135395682,"ENSMUST00000021714.9","ENSMUSG00000021286","Zfyve21","Higher in 4x"
