"target_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","target_id.1","ens_gene","ext_gene","significant"
"ENSMUST00000236421.2",3.56864016999392,0.474829364208048,3.36574133165384,0.0084263573887424,0.0480931859737595,-2.39760768487121,"ENSMUST00000236421.2","ENSMUSG00000036299","BC031181","Higher in 4x"
"ENSMUST00000223459.2",4.19608271883036,-0.113144614551801,3.54831220204682,0.00632738695415166,0.0411147548730564,-2.39800726566718,"ENSMUST00000223459.2","ENSMUSG00000041846","Ppp4r3a","Higher in 4x"
"ENSMUST00000026267.16",5.69787775107753,-2.77273950979406,4.5255024935265,0.00147058401534087,0.0188006780066598,-2.39824145531734,"ENSMUST00000026267.16","ENSMUSG00000025237","Parp6","Higher in 4x"
"ENSMUST00000235581.2",3.81485309117272,-1.25808398621054,3.65321999491755,0.00537666943418339,0.0378197349377033,-2.39838442558332,"ENSMUST00000235581.2","ENSMUSG00000037236","Matr3","Higher in 4x"
"ENSMUST00000114582.9",4.08064714493009,0.671928253097595,3.46062508877278,0.00725724488638864,0.0442391656095297,-2.39893517550484,"ENSMUST00000114582.9","ENSMUSG00000015217","Hmgb3","Higher in 4x"
"ENSMUST00000211438.2",3.79215575355454,-0.647632951193007,3.58752412615133,0.00595285629526121,0.0398220076364432,-2.39894863054172,"ENSMUST00000211438.2","ENSMUSG00000074129","Rpl13a","Higher in 4x"
"ENSMUST00000070918.14",3.89986388432709,-1.81976076764447,3.66223341288161,0.00530231819798655,0.0375491726670129,-2.39934303736292,"ENSMUST00000070918.14","ENSMUSG00000022235","Cmbl","Higher in 4x"
"ENSMUST00000286506.1",-4.39499639369565,-1.22343069942423,-3.67781034767964,0.00517636608261052,0.0369881030988457,-2.39991988213989,"ENSMUST00000286506.1",NA,NA,"Higher in WT"
"ENSMUST00000139301.2",3.65380955139614,-1.30304008634362,3.6868729044856,0.00510454174145067,0.0366731199647554,-2.4010486082582,"ENSMUST00000139301.2","ENSMUSG00000056919","Cep162","Higher in 4x"
"ENSMUST00000152366.8",4.77162056764934,-1.30151385498804,3.61807188730591,0.00567725390129164,0.0388154329116792,-2.40119085122462,"ENSMUST00000152366.8","ENSMUSG00000027293","Ehd4","Higher in 4x"
"ENSMUST00000179635.2",3.28738841688719,-1.05694668419735,3.61483670842211,0.00570579584533416,0.0389318808027413,-2.40154908430279,"ENSMUST00000179635.2","ENSMUSG00000040620","Dhx33","Higher in 4x"
"ENSMUST00000133223.2",3.38815838309242,-0.455282972937461,3.49853729939786,0.00683876422036767,0.042836683560138,-2.40321083770783,"ENSMUST00000133223.2","ENSMUSG00000035596","Mboat7","Higher in 4x"
"ENSMUST00000234175.2",3.83832733347581,-0.423333342255642,3.50673745841577,0.00675162251091292,0.0425553557041683,-2.40386626221782,"ENSMUST00000234175.2","ENSMUSG00000024187","Fam234a","Higher in 4x"
"ENSMUST00000002360.17",3.76117451158503,-1.66035531678974,3.62195369665456,0.00564320521224288,0.0386526655268215,-2.40535809086733,"ENSMUST00000002360.17","ENSMUSG00000002289","Angptl4","Higher in 4x"
"ENSMUST00000231230.2",3.45812096724115,-0.51027199484703,3.5557439492275,0.00625454707391223,0.0409273536720106,-2.40538919836533,"ENSMUST00000231230.2","ENSMUSG00000022761","Lztr1","Higher in 4x"
"ENSMUST00000038039.3",4.76301327415816,-0.374227699678371,3.59259010507242,0.00590619549583059,0.0396362523855081,-2.40567957824384,"ENSMUST00000038039.3","ENSMUSG00000035958","Tdp2","Higher in 4x"
"ENSMUST00000226178.2",3.79897201454437,-0.964042984853482,3.60760300153177,0.00577016160314759,0.039137651717831,-2.40768343249378,"ENSMUST00000226178.2","ENSMUSG00000032855","Pkd1","Higher in 4x"
"ENSMUST00000231598.2",6.46651759853684,-0.29274774999597,3.60220030124634,0.00581873283760665,0.0392917591086807,-2.40819666637225,"ENSMUST00000231598.2","ENSMUSG00000045983","Eif4g1","Higher in 4x"
"ENSMUST00000247143.2",-3.85499493086344,-1.36714081350475,-3.63903836785909,0.00549588323636277,0.0382200086410152,-2.40898392466654,"ENSMUST00000247143.2",NA,NA,"Higher in WT"
"ENSMUST00000147629.2",3.57100394444708,-1.55227301224052,3.68857357000633,0.00509118071783009,0.0366228160331804,-2.40984146775511,"ENSMUST00000147629.2","ENSMUSG00000040407","Akap9","Higher in 4x"
"ENSMUST00000235235.2",3.66285528569292,-2.2479692404098,3.75647484106557,0.00458674573124831,0.0345044578290651,-2.41141361866141,"ENSMUST00000235235.2","ENSMUSG00000049164","Zfp518a","Higher in 4x"
"ENSMUST00000157051.2",3.35008748743933,-1.51674593283531,3.67244381353858,0.00521939922743225,0.0371600051770133,-2.41202137048428,"ENSMUST00000157051.2","ENSMUSG00000032342","Mto1","Higher in 4x"
"ENSMUST00000310166.1",-5.81273158824974,-3.24700361511803,-4.529976847312,0.0014612446526995,0.0187219455210022,-2.41243664925134,"ENSMUST00000310166.1",NA,NA,"Higher in WT"
"ENSMUST00000336634.1",-5.61710455823401,-2.12945147204602,-4.35735185750903,0.00187235684872817,0.0214278860298873,-2.41282830599854,"ENSMUST00000336634.1",NA,NA,"Higher in WT"
"ENSMUST00000123141.2",3.77848378550403,-0.276687655323137,3.50785922529168,0.00673979250490557,0.0425371747979149,-2.41354272164471,"ENSMUST00000123141.2","ENSMUSG00000048696","Mex3d","Higher in 4x"
"ENSMUST00000109380.8",5.00350772558595,0.217724123008455,3.55634083453398,0.00624873521282439,0.0409109081582891,-2.41400613626093,"ENSMUST00000109380.8","ENSMUSG00000022387","Brd1","Higher in 4x"
"ENSMUST00000113757.8",4.19013938414993,-1.21471373176025,3.67561287904471,0.00519394177301218,0.0370497779906171,-2.41485267261405,"ENSMUST00000113757.8","ENSMUSG00000026790","Odf2","Higher in 4x"
"ENSMUST00000050211.7",-6.67394530803645,-0.623605431936944,-3.57897816884558,0.00603244988601619,0.0401088925855976,-2.41519640306804,"ENSMUST00000050211.7","ENSMUSG00000035824","Tk2","Higher in WT"
"ENSMUST00000106227.8",4.554021891111,1.53837161292013,3.32798576569481,0.0089448238374386,0.0497794922786504,-2.4170738243356,"ENSMUST00000106227.8","ENSMUSG00000039781","Cep131","Higher in 4x"
"ENSMUST00000201194.4",-6.86188916257795,-2.86723777950242,-4.48588201927597,0.00155613057325759,0.0194414752132105,-2.41709268299537,"ENSMUST00000201194.4","ENSMUSG00000048163","Selplg","Higher in WT"
"ENSMUST00000172507.2",4.13889449307588,0.395896888384916,3.44732633667065,0.00741031958213825,0.0447300066016577,-2.41729127428301,"ENSMUST00000172507.2","ENSMUSG00000040263","Klhdc4","Higher in 4x"
"ENSMUST00000006956.9",-6.21024307101603,-1.15904581668653,-4.06473772218302,0.00287836537119759,0.0269127492213694,-2.41788339623583,"ENSMUST00000006956.9","ENSMUSG00000040026","Saa3","Higher in WT"
"ENSMUST00000207734.2",6.19652371581813,0.944899882567885,3.57139774623288,0.00610398675134745,0.0403466042027686,-2.41832470919878,"ENSMUST00000207734.2","ENSMUSG00000032604","Qars","Higher in 4x"
"ENSMUST00000040924.9",5.08071921161216,0.958153049902226,3.37037930176878,0.00836486557500558,0.0479278050319098,-2.41915928078035,"ENSMUST00000040924.9","ENSMUSG00000037013","Ss18","Higher in 4x"
"ENSMUST00000110621.3",3.84838168346859,-0.581358419013476,3.56631873705976,0.00615241577436529,0.0405276077958005,-2.41954375479951,"ENSMUST00000110621.3","ENSMUSG00000034883","Lrr1","Higher in 4x"
"ENSMUST00000117549.8",6.53011195714569,-0.203109407024068,3.58630148102635,0.00596417554111686,0.0398400501540997,-2.42071077115964,"ENSMUST00000117549.8","ENSMUSG00000059890","Ube4a","Higher in 4x"
"ENSMUST00000129398.8",5.29926200318905,0.556887970925361,3.52610381463193,0.00655040915930153,0.0418261667393396,-2.42105406827086,"ENSMUST00000129398.8","ENSMUSG00000062906","Hdac10","Higher in 4x"
"ENSMUST00000028588.4",4.61830587657951,-1.70846187586176,3.65802981345623,0.00533685785212449,0.0376361770477627,-2.42127229621827,"ENSMUST00000028588.4","ENSMUSG00000027167","Elp4","Higher in 4x"
"ENSMUST00000332647.1",-5.73315607951937,-3.28580720604763,-4.51165958529667,0.0014998858307958,0.0190335102682194,-2.42306907313544,"ENSMUST00000332647.1",NA,NA,"Higher in WT"
"ENSMUST00000073067.11",3.71666751623162,0.579045097092496,3.40630813213369,0.00790409874873756,0.0463056887582216,-2.42377699406103,"ENSMUST00000073067.11","ENSMUSG00000032806","Slc10a3","Higher in 4x"
"ENSMUST00000177172.8",4.49228206703141,-0.60828594432014,3.58888752282638,0.00594026059084922,0.039794612136069,-2.4247792214072,"ENSMUST00000177172.8","ENSMUSG00000024613","Tcof1","Higher in 4x"
"ENSMUST00000239519.1",-3.74821683839175,-0.985282856577252,-3.54250453296834,0.00638492856760288,0.0412655786255145,-2.42540478931336,"ENSMUST00000239519.1","ENSMUSG00000073791","Efcab7","Higher in WT"
"ENSMUST00000145939.2",4.64489100388979,1.03765691769725,3.37659218490916,0.00828322616108854,0.0476859037251464,-2.425480915301,"ENSMUST00000145939.2","ENSMUSG00000036087","Slain2","Higher in 4x"
"ENSMUST00000183707.4",3.8865808161206,-2.06982640934331,3.69152909472424,0.00506804868309125,0.036529811575315,-2.42613706632305,"ENSMUST00000183707.4",NA,NA,"Higher in 4x"
"ENSMUST00000213459.2",3.52365572783632,-1.89896958866461,3.62182800801427,0.00564430429922841,0.0386526655268215,-2.42912989170291,"ENSMUST00000213459.2","ENSMUSG00000019845","Tube1","Higher in 4x"
"ENSMUST00000134991.8",3.76339641910581,-0.731217908614435,3.55520657462711,0.00625978433527196,0.0409439926826582,-2.430150604451,"ENSMUST00000134991.8","ENSMUSG00000056004","Elapor2","Higher in 4x"
"ENSMUST00000199740.2",-5.53264987040243,-1.78870921369804,-3.62945732007866,0.00557799584113808,0.0384405429266947,-2.43163242920502,"ENSMUST00000199740.2","ENSMUSG00000027944","Hax1","Higher in WT"
"ENSMUST00000203287.3",3.72382784340185,-1.80134646791845,3.61070695834583,0.00574244946715972,0.0390530647641403,-2.43175516623905,"ENSMUST00000203287.3","ENSMUSG00000108037","Gm44597","Higher in 4x"
"ENSMUST00000186492.2",-3.81378214453165,-1.09101473120706,-3.54353349675303,0.00637469383481658,0.0412420854654878,-2.43230562884766,"ENSMUST00000186492.2","ENSMUSG00000026201","Stk16","Higher in WT"
"ENSMUST00000137775.2",4.0943117905416,-1.40137961358102,3.56786644920125,0.00613761552763345,0.0404822071739929,-2.43255462182738,"ENSMUST00000137775.2","ENSMUSG00000019710","Mrpl24","Higher in 4x"
"ENSMUST00000237655.2",3.62205525585876,-1.91485869210162,3.62488139343631,0.00561766750142104,0.038566093100385,-2.43431632162536,"ENSMUST00000237655.2","ENSMUSG00000024660","Incenp","Higher in 4x"
"ENSMUST00000304320.1",-4.08466545637191,-0.523024980287696,-3.53812989362568,0.0064286344315586,0.0414038776692056,-2.43495917981619,"ENSMUST00000304320.1",NA,NA,"Higher in WT"
"ENSMUST00000226563.2",3.58587448980281,0.468621834137051,3.3584742953725,0.00852365673542111,0.0484182742221089,-2.4355238952752,"ENSMUST00000226563.2","ENSMUSG00000033589","Reep4","Higher in 4x"
"ENSMUST00000129962.2",4.25937691206545,0.747671781907324,3.386713103115,0.00815201058944895,0.0472080712842999,-2.43715008696472,"ENSMUST00000129962.2","ENSMUSG00000005846","Rsl1d1","Higher in 4x"
"ENSMUST00000343556.1",3.77846015151437,-0.256464743165006,3.46913852903126,0.0071609922140219,0.0439016373878914,-2.43761308792855,"ENSMUST00000343556.1",NA,NA,"Higher in 4x"
"ENSMUST00000212044.2",-9.12529075070821,-2.1460378000375,-4.41745910448808,0.0017166701391044,0.0204587270549831,-2.43821531701966,"ENSMUST00000212044.2","ENSMUSG00000031897","Psmb10","Higher in WT"
"ENSMUST00000123925.8",5.56950973659867,-0.97203974200096,3.57712880079009,0.00604982085845578,0.040188481464125,-2.43832824802145,"ENSMUST00000123925.8","ENSMUSG00000025485","Ric8a","Higher in 4x"
"ENSMUST00000260537.1",-5.52169256401743,-1.42352445517309,-4.00625233554311,0.00314126361623712,0.0280940280007921,-2.4385715965343,"ENSMUST00000260537.1",NA,NA,"Higher in WT"
"ENSMUST00000136676.8",8.92649408112285,1.54828164743987,3.60810022586959,0.00576571294075994,0.0391190616380539,-2.44011124573458,"ENSMUST00000136676.8","ENSMUSG00000027342","Pcna","Higher in 4x"
"ENSMUST00000143823.2",4.0965495751853,0.334363012961318,3.40359419792315,0.00793795950939933,0.0463977422382574,-2.44059209804386,"ENSMUST00000143823.2","ENSMUSG00000038127","Ccdc50","Higher in 4x"
"ENSMUST00000219393.2",3.24976431125414,-1.72383364935351,3.62141094636282,0.00564795291719227,0.0386648360975111,-2.44283806521301,"ENSMUST00000219393.2","ENSMUSG00000096351","Samd11","Higher in 4x"
"ENSMUST00000209265.2",7.83663470418369,-0.280740548260743,3.63227589175305,0.00555370661203568,0.0383605718387454,-2.44319727205792,"ENSMUST00000209265.2","ENSMUSG00000033192","Lpcat2","Higher in 4x"
"ENSMUST00000127810.2",-4.34001923878625,-1.6362974239565,-3.69865922285976,0.0050126980012561,0.0363433754751827,-2.44326866364094,"ENSMUST00000127810.2","ENSMUSG00000019302","Atp6v0a1","Higher in WT"
"ENSMUST00000139601.2",4.54421691312551,-1.44003015888006,3.6169469544181,0.00568716140788304,0.0388630753240229,-2.44468384352674,"ENSMUST00000139601.2","ENSMUSG00000038685","Rtel1","Higher in 4x"
"ENSMUST00000101347.10",6.31607253341569,-0.42521317582075,3.56000491645073,0.00621318213661525,0.0407796448445705,-2.44502699761275,"ENSMUST00000101347.10","ENSMUSG00000042032","Mat2b","Higher in 4x"
"ENSMUST00000214295.2",5.37450046366585,-1.06126926632078,3.56644946716037,0.00615116419859833,0.0405276077958005,-2.44534116324188,"ENSMUST00000214295.2","ENSMUSG00000032254","Kif23","Higher in 4x"
"ENSMUST00000219382.2",3.29334040246305,-1.66151260664633,3.61315887853109,0.00572065767190953,0.0389975283984496,-2.44536691087031,"ENSMUST00000219382.2","ENSMUSG00000015143","Actn1","Higher in 4x"
"ENSMUST00000142203.8",6.36970892204653,0.080840288926263,3.55447048574001,0.00626696574339976,0.0409544232503395,-2.446077198186,"ENSMUST00000142203.8","ENSMUSG00000052142","Rasal3","Higher in 4x"
"ENSMUST00000154742.2",3.26077715200698,-1.45706904842655,3.59846059628062,0.0058526050627533,0.0394131903293868,-2.44647605925425,"ENSMUST00000154742.2","ENSMUSG00000020564","Atxn7l1","Higher in 4x"
"ENSMUST00000204489.3",3.47106513717162,5.74931356364674,3.58652297919958,0.00596212323511997,0.039833492406017,-2.44674400219567,"ENSMUST00000204489.3","ENSMUSG00000030007","Cct7","Higher in 4x"
"ENSMUST00000169054.3",3.61979299147836,-2.06434816042085,3.64397165161906,0.0054541004775021,0.0381018994491965,-2.44741784884251,"ENSMUST00000169054.3","ENSMUSG00000090564","A430057M04Rik","Higher in 4x"
"ENSMUST00000188583.2",4.13396981725483,0.941006001523756,3.32643544547856,0.00896681121956913,0.0498398782561262,-2.44760434345352,"ENSMUST00000188583.2","ENSMUSG00000042111","Ccdc115","Higher in 4x"
"ENSMUST00000144113.2",4.02166002507502,0.238176007513412,3.39950311784742,0.00798928917479774,0.0465628888356359,-2.45004605747898,"ENSMUST00000144113.2","ENSMUSG00000070953","Rabepk","Higher in 4x"
"ENSMUST00000029729.15",3.50266882919494,-0.558533894446615,3.51829129107966,0.00663081260090945,0.0421658937689349,-2.45090540155108,"ENSMUST00000029729.15","ENSMUSG00000028088","Fmo5","Higher in 4x"
"ENSMUST00000173003.2",3.95550012601838,-0.628958750765887,3.51813959164161,0.00663238403843166,0.0421686795826942,-2.45131027841675,"ENSMUST00000173003.2","ENSMUSG00000038518","Jarid2","Higher in 4x"
"ENSMUST00000020908.9",4.36359624756085,0.526186862589785,3.34056423139388,0.00876849474136833,0.0491932122801706,-2.45242268247129,"ENSMUST00000020908.9","ENSMUSG00000057469","E2f6","Higher in 4x"
"ENSMUST00000170438.8",5.44500862786107,0.775150096815312,3.38647772899883,0.00815503738230944,0.0472134578161702,-2.45261645248591,"ENSMUST00000170438.8","ENSMUSG00000002107","Celf2","Higher in 4x"
"ENSMUST00000290007.1",3.36854389292373,-1.14772245606279,3.54027937489187,0.00640712043163694,0.0413297035194028,-2.45403597731946,"ENSMUST00000290007.1",NA,NA,"Higher in 4x"
"ENSMUST00000202447.4",6.70549147109941,-0.0558955322772263,3.54927247848543,0.00631792522544565,0.0411079822961883,-2.45576884318795,"ENSMUST00000202447.4","ENSMUSG00000032898","Fbxo21","Higher in 4x"
"ENSMUST00000308574.1",3.71796232556027,-0.476229135733828,3.47290954895212,0.00711878528048808,0.043783209872291,-2.45833667442815,"ENSMUST00000308574.1",NA,NA,"Higher in 4x"
"ENSMUST00000114875.8",3.76505365549902,-0.200353914218535,3.46320592423224,0.0072279237832849,0.0441470855487195,-2.4584626956755,"ENSMUST00000114875.8","ENSMUSG00000036109","Mbnl3","Higher in 4x"
"ENSMUST00000183233.9",3.83319103199646,-0.50368972717211,3.50254794454662,0.00679599739896144,0.042712614057966,-2.45978867089091,"ENSMUST00000183233.9","ENSMUSG00000047417","Rexo1","Higher in 4x"
"ENSMUST00000318897.1",-4.78449967524955,-1.89298854044637,-3.85244682296676,0.00396191546204564,0.0319624866861084,-2.46085723679436,"ENSMUST00000318897.1",NA,NA,"Higher in WT"
"ENSMUST00000184124.8",3.75803022007459,-1.12099710684138,3.57171323879828,0.00610099172725812,0.0403411407848041,-2.46167915766686,"ENSMUST00000184124.8","ENSMUSG00000052512","Nav2","Higher in 4x"
"ENSMUST00000126972.2",-4.4999325502891,-1.75792073523797,-3.56294167330686,0.00618483976071167,0.0406665333941771,-2.4624213313297,"ENSMUST00000126972.2","ENSMUSG00000035601","Trmt10b","Higher in WT"
"ENSMUST00000193875.7",3.27829535753795,-1.02700535973516,3.54263579668135,0.00638362197550816,0.0412655786255145,-2.46291393073593,"ENSMUST00000193875.7",NA,NA,"Higher in 4x"
"ENSMUST00000045029.15",4.52126532159676,-0.0877104705457734,3.50002725343305,0.00682284351298682,0.042792920548858,-2.46391427914713,"ENSMUST00000045029.15","ENSMUSG00000039047","Pigk","Higher in 4x"
"ENSMUST00000197098.3",3.61058911453608,-0.667910946366564,3.51368179154889,0.00667873668927005,0.0423247822052988,-2.46446230952009,"ENSMUST00000197098.3","ENSMUSG00000045576","St7l","Higher in 4x"
"ENSMUST00000023601.14",6.26580337223834,-0.56646249412382,3.54177118253147,0.00639223346545391,0.0412790026452459,-2.4654411034913,"ENSMUST00000023601.14","ENSMUSG00000022885","St6gal1","Higher in 4x"
"ENSMUST00000241585.1",-5.09133363978664,-0.903850264162739,-3.64777284738128,0.00542213412397106,0.0379855666259822,-2.46747187553506,"ENSMUST00000241585.1","ENSMUSG00000097785","B230217O12Rik","Higher in WT"
"ENSMUST00000217409.2",3.28375295032544,-1.03132799864014,3.53705489007698,0.00643942248778739,0.0414543317957552,-2.4682470231587,"ENSMUST00000217409.2","ENSMUSG00000032316","Clk3","Higher in 4x"
"ENSMUST00000129657.2",3.91173878628593,-0.633840036408711,3.49806372899786,0.00684383264570001,0.0428467913929935,-2.47108240732392,"ENSMUST00000129657.2","ENSMUSG00000026648","Dclre1c","Higher in 4x"
"ENSMUST00000139954.9",5.21416630280244,0.942016127205359,3.49261308955502,0.00690245279714818,0.0430471943049769,-2.47174590676977,"ENSMUST00000139954.9","ENSMUSG00000020818","Mfsd11","Higher in 4x"
"ENSMUST00000312843.1",-4.51374379453371,-1.67156423178589,-4.0433389787842,0.00297173583101332,0.0273483490142252,-2.47186522052818,"ENSMUST00000312843.1",NA,NA,"Higher in WT"
"ENSMUST00000137844.2",3.61887131353669,-1.98747795365163,3.59435991112784,0.00588998522403105,0.0396004120402102,-2.47225567265974,"ENSMUST00000137844.2","ENSMUSG00000035198","Tubg1","Higher in 4x"
"ENSMUST00000204365.2",3.77685331766971,-1.1818447458209,3.54517165082922,0.00635843521801963,0.0411965754654852,-2.47345465855708,"ENSMUST00000204365.2","ENSMUSG00000002870","Mcm2","Higher in 4x"
"ENSMUST00000060173.9",4.95334281713439,0.732675168671065,3.33585357345796,0.00883410198599975,0.0493899973843866,-2.47414847745843,"ENSMUST00000060173.9","ENSMUSG00000038605","Samd10","Higher in 4x"
"ENSMUST00000113093.5",-6.06716213311903,-1.51919797345369,-4.15185452433769,0.0025292471974609,0.0252205890548273,-2.47614859636037,"ENSMUST00000113093.5","ENSMUSG00000029417","Cxcl9","Higher in WT"
"ENSMUST00000233105.2",4.98681683250445,0.251881755576728,3.46797026006294,0.00717412110528174,0.0439429409104055,-2.47680998863157,"ENSMUST00000233105.2","ENSMUSG00000071172","Srsf3","Higher in 4x"
"ENSMUST00000148660.3",4.81865037309664,-1.82395721252482,3.63965354029795,0.00549065466028315,0.0382066182803731,-2.47727630523476,"ENSMUST00000148660.3","ENSMUSG00000038740","Mvb12b","Higher in 4x"
"ENSMUST00000139350.8",4.30128513027514,-2.12825925638435,3.70289232643196,0.00498013847738195,0.0362118452859,-2.4775409031506,"ENSMUST00000139350.8","ENSMUSG00000064061","Dzip3","Higher in 4x"
"ENSMUST00000175732.2",3.7187773468855,-1.49462897600047,3.56290655763544,0.00618517785571662,0.0406665333941771,-2.47803445165856,"ENSMUST00000175732.2","ENSMUSG00000052752","Traf7","Higher in 4x"
"ENSMUST00000207825.2",3.54572703545084,-0.75865413831058,3.50196751149282,0.00680216935606027,0.0427441842984183,-2.47813270897491,"ENSMUST00000207825.2","ENSMUSG00000030725","Lipt2","Higher in 4x"
"ENSMUST00000142169.2",3.93476520898365,-2.0668449715717,3.63464341444956,0.00553339032918576,0.0383176724321635,-2.47920024202076,"ENSMUST00000142169.2","ENSMUSG00000053119","Chmp3","Higher in 4x"
"ENSMUST00000149283.2",-8.37828849193087,-1.62023724852923,-3.98270314632323,0.0032542183775431,0.0286385294834445,-2.47943276203492,"ENSMUST00000149283.2","ENSMUSG00000089902","Gm13625","Higher in WT"
"ENSMUST00000137558.8",4.04504133942391,0.264063463301261,3.41762395565125,0.00776453410828766,0.0458927753085082,-2.47943426115499,"ENSMUST00000137558.8","ENSMUSG00000026790","Odf2","Higher in 4x"
"ENSMUST00000236910.2",4.2655153512111,-0.244409453233723,3.46528180076767,0.00720442957719138,0.0440373273005684,-2.48036682356491,"ENSMUST00000236910.2","ENSMUSG00000062202","Btbd9","Higher in 4x"
"ENSMUST00000294232.1",3.36526825174311,-1.24678208911436,3.55011617454999,0.00630962443530112,0.0410926302055398,-2.48631506924162,"ENSMUST00000294232.1",NA,NA,"Higher in 4x"
"ENSMUST00000036354.7",4.83362695649419,1.27348882668353,3.34744200365432,0.00867361630602147,0.04885011039947,-2.48725356713625,"ENSMUST00000036354.7","ENSMUSG00000034403","Pja1","Higher in 4x"
"ENSMUST00000165566.8",5.34939752774411,-2.96429135290362,4.34716721410553,0.00190020012479719,0.0216017905232205,-2.48788412060475,"ENSMUST00000165566.8","ENSMUSG00000040929","Rfx3","Higher in 4x"
"ENSMUST00000177806.2",-5.92237056962565,-2.53537025599874,-4.3409496621003,0.00191741524244719,0.0217172812559307,-2.49109743858382,"ENSMUST00000177806.2","ENSMUSG00000094271","Gm13290","Higher in WT"
"ENSMUST00000146173.2",3.48339259926716,-0.455744361028054,3.45272528077404,0.00734777173161505,0.0445185707243448,-2.49130089454428,"ENSMUST00000146173.2","ENSMUSG00000038009","Dnajc22","Higher in 4x"
"ENSMUST00000139956.2",3.94797562353034,-1.24476980615947,3.55461824611288,0.0062655234745364,0.0409544232503395,-2.49205970160649,"ENSMUST00000139956.2","ENSMUSG00000025485","Ric8a","Higher in 4x"
"ENSMUST00000194365.2",4.24865105767805,-1.87501912088766,3.58246570591997,0.00599983415542741,0.0400064210431877,-2.49213492124356,"ENSMUST00000194365.2","ENSMUSG00000062867","Impdh2","Higher in 4x"
"ENSMUST00000142545.2",4.36534983438098,-0.537369512598676,3.50043873170691,0.00681845356555313,0.042792920548858,-2.4926279888289,"ENSMUST00000142545.2","ENSMUSG00000019303","Psmc3ip","Higher in 4x"
"ENSMUST00000220854.2",4.3668690926283,-1.54335699037661,3.53020829569378,0.00650857785352397,0.0416950165626836,-2.49321258745783,"ENSMUST00000220854.2","ENSMUSG00000021245","Mlh3","Higher in 4x"
"ENSMUST00000249897.1",-6.72513390680789,-1.96665018022972,-4.28869939206725,0.00206884336974947,0.0226828853684517,-2.49553658420473,"ENSMUST00000249897.1",NA,NA,"Higher in WT"
"ENSMUST00000071378.6",-6.0029055590917,-2.67342118240812,-4.32845056071752,0.00195252898526786,0.0219082466691379,-2.4960203053767,"ENSMUST00000071378.6","ENSMUSG00000100079","Ifnab","Higher in WT"
"ENSMUST00000215222.2",3.8939509673574,0.521618343064487,3.33114933261638,0.00890013078923614,0.0496323690460295,-2.49664801126352,"ENSMUST00000215222.2","ENSMUSG00000032786","Alas1","Higher in 4x"
"ENSMUST00000344355.1",-4.22044415518492,-0.985520802972308,-3.46872514310328,0.00716563492563423,0.0439156281795541,-2.49805263624801,"ENSMUST00000344355.1",NA,NA,"Higher in WT"
"ENSMUST00000150201.8",3.41219835977155,-0.749617056398692,3.4714762953193,0.00713479611824398,0.0438204620619848,-2.49959567185244,"ENSMUST00000150201.8","ENSMUSG00000028708","Mknk1","Higher in 4x"
"ENSMUST00000182676.8",-6.24612395413719,-2.80536124328991,-4.33169914235048,0.0019433371524908,0.021874269865507,-2.50039161899456,"ENSMUST00000182676.8","ENSMUSG00000038094","Atp13a4","Higher in WT"
"ENSMUST00000128597.3",5.16725980396508,-0.14341710862546,3.49350531670713,0.00689282123280942,0.0430029702269133,-2.50142158554874,"ENSMUST00000128597.3","ENSMUSG00000024180","Pgap6","Higher in 4x"
"ENSMUST00000149749.3",4.44578502861637,0.0520429202325466,3.4498285019176,0.00738126249941297,0.0446373886676797,-2.5015392215558,"ENSMUST00000149749.3","ENSMUSG00000030982","Vps35l","Higher in 4x"
"ENSMUST00000144103.3",4.8640965359931,-1.15481725908103,3.52315145023151,0.00658067286702316,0.0419533042104177,-2.50169314714305,"ENSMUST00000144103.3","ENSMUSG00000030814","Bcl7c","Higher in 4x"
"ENSMUST00000154660.2",3.62683372801536,0.21045733377879,3.33531936241736,0.00884157440683704,0.0494148576176276,-2.50170928476284,"ENSMUST00000154660.2","ENSMUSG00000003234","Abcf3","Higher in 4x"
"ENSMUST00000162183.8",6.02216992091603,-0.282696958893676,3.48465366658748,0.00698900116045248,0.0433402520451953,-2.50196363114139,"ENSMUST00000162183.8","ENSMUSG00000035845","Alg12","Higher in 4x"
"ENSMUST00000124384.8",3.96170952368392,-1.89578166642488,3.55904028006395,0.00622252148533781,0.0408175721256491,-2.50263910733728,"ENSMUST00000124384.8","ENSMUSG00000027884","Clcc1","Higher in 4x"
"ENSMUST00000031420.11",4.46297834854469,0.427226246687258,3.41077274158462,0.00784872349496048,0.0461411684431971,-2.50498234178914,"ENSMUST00000031420.11","ENSMUSG00000029464","Gpn3","Higher in 4x"
"ENSMUST00000232063.2",3.63752567320652,-0.605274730745378,3.4536960501788,0.00733658390712014,0.0444971303953343,-2.50609647876924,"ENSMUST00000232063.2","ENSMUSG00000045975","C2cd2","Higher in 4x"
"ENSMUST00000209930.2",4.64179777988114,0.181029905810522,3.41002866384454,0.00785792417515087,0.0461733709388563,-2.5071114506754,"ENSMUST00000209930.2","ENSMUSG00000025474","Tubgcp2","Higher in 4x"
"ENSMUST00000027700.15",4.41514165506094,0.675866231869668,3.33612586318155,0.00883029579385249,0.0493835586354832,-2.5078452118269,"ENSMUST00000027700.15","ENSMUSG00000026439","Rbbp5","Higher in 4x"
